gram_key,brand name,description,corrected spelling,food_type,gram_type,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag1_list,tag2_list,tag3_list,tag4_list,tag5_list
beef sandwich,,beef sandwich,,f,2.0,"grain, protein","wheat, red meat",beef,,,incomplete,4,"['grain', 'protein']","['wheat', 'red meat']",['beef'],,
beef sausage,,,,f,2.0,"protein, other","red meat, soup",beef,"high sodium, highly processed",,,,"['protein', 'other']","['red meat', 'soup']",['beef'],"['high sodium', 'highly processed']",
beef soup,,,,f,2.0,"protein, other","red meat, soup",beef,high sodium,,,,"['protein', 'other']","['red meat', 'soup']",['beef'],['high sodium'],
beef steak,,,,f,2.0,protein,red meat,beef,,,,,['protein'],['red meat'],['beef'],,
beef stew,,beef stew,,f,2.0,protein,red meat,beef,"saturated fat, high sodium ",,vague,3,['protein'],['red meat'],['beef'],"['saturated fat', 'high sodium ']",
beef stroganoff,,beef,,f,2.0,"protein, grain, dairy","red meat, wheat,  sour cream",beef,saturated fat,,,,"['protein', 'grain', 'dairy']","['red meat', 'wheat', ' sour cream']",['beef'],['saturated fat'],
beef swiss sandwich,,beef swiss sandwich,,f,3.0,"grain, protein, dairy","wheat, red meat, cheese",beef,"saturated fat, high sodium",,incomplete,4,"['grain', 'protein', 'dairy']","['wheat', 'red meat', 'cheese']",['beef'],"['saturated fat', 'high sodium']",
beef taco,,beef taco,,f,2.0,"grain, protein","corn, red meat",beef,"high sodium, saturated fat ",,incomplete,3,"['grain', 'protein']","['corn', 'red meat']",['beef'],"['high sodium', 'saturated fat ']",
beer,,beer,,b,1.0,alcohol,beer,,fermented,,complete,,['alcohol'],['beer'],,['fermented'],
beer ipa,,beer,ipa beer,b,2.0,alcohol,beer,,fermented,,complete,3,['alcohol'],['beer'],,['fermented'],
beet,,beet,,f,1.0,vegetable,,,,,complete,,['vegetable'],,,,
beet juice,,,,b,2.0,juice/smoothie,vegetable,,,,,,['juice/smoothie'],['vegetable'],,,
beetroot,,beetroot,,f,1.0,vegetable,root,,,,complete,,['vegetable'],['root'],,,
beignet,,deep-fried pastry,,f,1.0,dessert/sweet treat,baked good,,"added sugar, saturated fat, fried",,incomplete,4,['dessert/sweet treat'],['baked good'],,"['added sugar', 'saturated fat', 'fried']",
belgian,,,,modifier,1.0,,,,,,,,,,,,
bell pepper,,bell pepper,,f,2.0,vegetable,,,,,complete,1,['vegetable'],,,,
belly,,,,modifier,1.0,,,,,,,,,,,,
belvita,belvita,biscuits,belvita biscuit,f,1.0,grain,"wheat, whole grain",,added sugars,,vague,,['grain'],"['wheat', 'whole grain']",,['added sugars'],
ben jerry,ben & jerry's,ice cream brand,,f,2.0,dairy,ice cream,,saturated fat,,complete,4,['dairy'],['ice cream'],,['saturated fat'],
benecol,benecol,butter spread with less fat,,f,1.0,dairy,butter,,,,incomplete,4,['dairy'],['butter'],,,
bengal,,,,stopword,1.0,,,,,,,,,,,,
bento,,,,modifier,1.0,,,,,,,,,,,,
bergamot,,citrus similar to an orange,,b,1.0,juice/smoothie,fruit,,,,incomplete,1,['juice/smoothie'],['fruit'],,,
berry,,berry,,f,1.0,fruit,berry,,,,complete,,['fruit'],['berry'],,,
berry forager yogurt,,,,b,3.0,dairy alternative,cashew,,,,,,['dairy alternative'],['cashew'],,,
berry smoothie,,berry smoothie,,b,2.0,juice/smoothie,fruit,,,,incomplete,1,['juice/smoothie'],['fruit'],,,
better,,,,stopword,1.0,,,,,,,,,,,,
beurre,,"french for ""butter""",,f,1.0,dairy,butter,,saturated fat,,complete,2,['dairy'],['butter'],,['saturated fat'],
beverage,,,,b,1.0,,,,,,,,,,,,
beyond burger,,,,f,2.0,,,,,,,,,,,,
bhaji,,,,modifier,1.0,,,,,,,,,,,,
bhu fit bar,bhu,protein bar,bhu fit bar,f,3.0,"protein, nut",,,"added sugar, unsaturated fat",,,,"['protein', 'nut']",,,"['added sugar', 'unsaturated fat']",
bibimbap,,rice with vegetables and protein,,f,1.0,"grain, vegetable, protein",wheat,,,,incomplete,3,"['grain', 'vegetable', 'protein']",['wheat'],,,
big,,,,modifier,1.0,,,,,,,,,,,,
big mac,,hamburger,,f,2.0,"grain, protein, dairy","wheat, red meat, cheese",beef,"saturated fat, highly processed",,,,"['grain', 'protein', 'dairy']","['wheat', 'red meat', 'cheese']",['beef'],"['saturated fat', 'highly processed']",
bigelow,bigelow,tea brand,,modifier,1.0,,,,,,,,,,,,
bigelow jasmine,bigelow jasmine,jasmine tea,,b,2.0,tea,green,,,,complete,1,['tea'],['green'],,,
bilberry,,european blueberries,,f,1.0,fruit,,,,,complete,1,['fruit'],,,,
billion,,,,stopword,1.0,,,,,,,,,,,,
biltong,,dried meat (various animals),,f,1.0,protein,misc meat,,saturated fat,,incomplete,3,['protein'],['misc meat'],,['saturated fat'],
bio,,,,modifier,1.0,,,,,,,,,,,,
bio available,,,,modifier,2.0,,,,,,,,,,,,
bipro,bipro,protein powder,,b,1.0,protein,protein powder,,amino acids,supplement,complete,4,['protein'],['protein powder'],,['amino acids'],['supplement']
bircher muesli,,"oat, fruit",,f,2.0,"grain, nut, fruit",oat,,added sugar,,,,"['grain', 'nut', 'fruit']",['oat'],,['added sugar'],
birria,,mexican stew meat,,f,1.0,protein,,,,,incomplete,3,['protein'],,,,
birthday,,,,stopword,1.0,,,,,,,,,,,,
biryani,,,,f,1.0,,,,,,,,,,,,
biscoff,biscoff,cookie,,f,1.0,dessert/sweet treat,baked good,,added sugar,,complete,4,['dessert/sweet treat'],['baked good'],,['added sugar'],
biscotti,,biscotti,,f,1.0,"grain, nut","wheat, almond",,"added sugars, saturated fat",,incomplete,,"['grain', 'nut']","['wheat', 'almond']",,"['added sugars', 'saturated fat']",
biscuit,,biscuit,,f,1.0,grain,wheat,,,,complete,,['grain'],['wheat'],,,
bison,,bison,,f,1.0,protein,red meat,bison,,,complete,,['protein'],['red meat'],['bison'],,
bisque,,,,f,1.0,,,,,,,,,,,,
bistro,,,,stopword,1.0,,,,,,,,,,,,
bit powdered,,,,modifier,2.0,,,,,,,,,,,,
bitchin sauce,bitchin' sauce,bitchin' sauce,bitchin' sauce,f,2.0,"other, nut",almond,,unsaturated fat,dip,incomplete,3,"['other', 'nut']",['almond'],,['unsaturated fat'],['dip']
bite,,,,modifier,1.0,,,,,,,,,,,,
bitter,,,,modifier,1.0,,,,,,,,,,,,
bitter gourd,,bitter melon,,f,2.0,fruit,,,,,complete,1,['fruit'],,,,
bittersweet,,,,stopword,1.0,,,,,,,,,,,,
bk,,,,stopword,1.0,,,,,,,,,,,,
black,,,,modifier,1.0,,,,,,,,,,,,
black bean,,black bean,,f,2.0,protein,legume,bean,,,complete,1,['protein'],['legume'],['bean'],,
black bean burger,,black bean burger,,f,3.0,protein,legume,bean,,,incomplete,4,['protein'],['legume'],['bean'],,
black bean soup,,,,f,3.0,protein,legume,bean,high sodium,,,,['protein'],['legume'],['bean'],['high sodium'],
black coffee,,coffee,,b,2.0,coffee,,,caffeine,,complete,1,['coffee'],,,['caffeine'],
black decaffeinated coffee,,,,b,3.0,coffee,,,decaffeinated,,,,['coffee'],,,['decaffeinated'],
black eyed pea,,,,f,3.0,protein,legume,pea,,,,,['protein'],['legume'],['pea'],,
black olive,,black olives,,f,2.0,fruit,,,,,complete,,['fruit'],,,,
black pepper,,black pepper,,f,2.0,other,spice,,,seasoning,complete,2,['other'],['spice'],,,['seasoning']
black pudding,,,,f,2.0,"protein, grain",,,,,,,"['protein', 'grain']",,,,
black rice,,black rice,black rice,f,2.0,grain,rice,,,,complete,1,['grain'],['rice'],,,
black stevia,,natural 0 calorie sweetener,stevia,b,2.0,other,sweetener,,,,incomplete,4,['other'],['sweetener'],,,
black tea,,black tea,,b,2.0,tea,black tea,,caffeine,,complete,1,['tea'],['black tea'],,['caffeine'],
blackberry,,blackberry,,f,1.0,fruit,berry,,,,complete,,['fruit'],['berry'],,,
blackcurrant,,berry,,f,1.0,fruit,,,,,complete,1,['fruit'],,,,
blackened,,,,modifier,1.0,,,,,,,,,,,,
blackeyed,,,black eyed,modifier,1.0,,,,,,,,,,,,
blackstrap molasses,,blackstrap molasses,,f,2.0,other,sugar,,added sugar,,complete,2,['other'],['sugar'],,['added sugar'],
blanched,,,,modifier,1.0,,,,,,,,,,,,
blast,,,,stopword,1.0,,,,,,,,,,,,
blaze,,,,stopword,1.0,,,,,,,,,,,,
blend,,,,modifier,1.0,,,,,,,,,,,,
blended,,,,modifier,1.0,,,,,,,,,,,,
bliss,,,,stopword,1.0,,,,,,,,,,,,
blizzard,,ice cream shake,,f,1.0,dairy,ice cream,,,,incomplete,4,['dairy'],['ice cream'],,,
block,,,,modifier,1.0,,,,,,,,,,,,
blonde,,,,modifier,1.0,,,,,,,,,,,,
blondie,,brownie without chocolate,,f,1.0,dessert/sweet treat,baked good,,"added sugar, saturated fat",,incomplete,4,['dessert/sweet treat'],['baked good'],,"['added sugar', 'saturated fat']",
blood,,,,stopword,1.0,,,,,,,,,,,,
blood orange,,,,f,2.0,fruit,citrus,,,,,,['fruit'],['citrus'],,,
bloody mary,,vodka and tomator jucie,,b,2.0,"alcohol, juice/smoothie","liquor, vegetable",mixed,,,complete,4,"['alcohol', 'juice/smoothie']","['liquor', 'vegetable']",['mixed'],,
blt,,"sandwich- bacon, lettuce, and tomato",,f,1.0,"grain, protein, vegetable, fruit","wheat, pork, leafy",,"high sodium, saturated fat",,,4,"['grain', 'protein', 'vegetable', 'fruit']","['wheat', 'pork', 'leafy']",,"['high sodium', 'saturated fat']",
blt sandwich,,blt sandwich,,f,2.0,"grain, protein, vegetable, fruit","wheat, pork, leafy",,"high sodium, saturated fat",,complete,4,"['grain', 'protein', 'vegetable', 'fruit']","['wheat', 'pork', 'leafy']",,"['high sodium', 'saturated fat']",
blue,,,,modifier,1.0,,,,,,,,,,,,
blue cheese,,blue cheese,,f,2.0,dairy,cheese,,saturated fat,,complete,3,['dairy'],['cheese'],,['saturated fat'],
blueberry,,blueberry,,f,1.0,fruit,berry,,,,complete,,['fruit'],['berry'],,,
blueberry muffin,,blueberry muffin,,f,2.0,dessert/sweet treat,baked good,,"added sugar, saturated fat",,complete,4,['dessert/sweet treat'],['baked good'],,"['added sugar', 'saturated fat']",
blueberry spoon bread,,blueberry bread,blueberry spoon bread,f,3.0,"dessert/sweet treat, fruit, dairy","baked good, berry, butter, egg",,"saturated fat, added sugar",,incomplete,4,"['dessert/sweet treat', 'fruit', 'dairy']","['baked good', 'berry', 'butter', 'egg']",,"['saturated fat', 'added sugar']",
blueberry yogurt,,yogurt,,b,2.0,dairy,yogurt,,fermented,,incomplete,3,['dairy'],['yogurt'],,['fermented'],
boar,,boar,,f,1.0,protein,red meat,boar,,,complete,3,['protein'],['red meat'],['boar'],,
board,,,,stopword,1.0,,,,,,,,,,,,
boat,,,,stopword,1.0,,,,,,,,,,,,
bob,,,,stopword,1.0,,,,,,,,,,,,
boba,,"bubble tea (tapioca balls in tea, sometimes with milk)",,b,1.0,"tea, other",,,"caffeine, added sugar",dessert,incomplete,4,"['tea', 'other']",,,"['caffeine', 'added sugar']",['dessert']
bocadillo,,spanish sandwich,,f,1.0,"grain, vegetable, fruit, protein",wheat,,,,complete,3,"['grain', 'vegetable', 'fruit', 'protein']",['wheat'],,,
bocconcini,,small mozzarella cheese balls,,f,1.0,dairy,cheese,,saturated fat,,complete,3,['dairy'],['cheese'],,['saturated fat'],
body,,,,stopword,1.0,,,,,,,,,,,,
bodykey,,meal replacement,,b,1.0,other,meal replacement,,,,incomplete,4,['other'],['meal replacement'],,,
boiled,,,,modifier,1.0,,,,,,,,,,,,
boiled egg,,boiled egg,,f,2.0,protein,egg,,,,complete,1,['protein'],['egg'],,,
bok choy,,bok choy,,f,2.0,vegetable,leafy,,,,complete,1,['vegetable'],['leafy'],,,
bologna,,,,f,1.0,,,,,,,,,,,,
bolognese,,bolognese,,f,1.0,"protein, fruit","beef, berry",,,,,,"['protein', 'fruit']","['beef', 'berry']",,,
bolonga sandwich,,,,f,2.0,,,,,,,,,,,,
bolthouse farm,bolthouse farms,,,modifier,2.0,,,,,,,,,,,,
bomb,,,,stopword,1.0,,,,,,,,,,,,
bombay,,,,modifier,1.0,,,,,,,,,,,,
bonbon,,chocolate,,f,1.0,dessert/sweet treat,chocolate,,"added sugar, highly processed",,complete,4,['dessert/sweet treat'],['chocolate'],,"['added sugar', 'highly processed']",
bone,,,,modifier,1.0,,,,,,,,,,,,
bone broth,,broth,,f,2.0,"protein, other",poultry,chicken,"saturated fat, high sodium?",,vague,3,"['protein', 'other']",['poultry'],['chicken'],"['saturated fat', 'high sodium?']",
boneless,,,,modifier,1.0,,,,,,,,,,,,
boost,,,,stopword,1.0,,,,,,,,,,,,
booster,,,,stopword,1.0,,,,,,,,,,,,
borlotti,,beans,,f,1.0,protein,legume,bean,,,complete,1,['protein'],['legume'],['bean'],,
borscht,,sour soup,,f,1.0,"fruit, vegetable, protein, dairy",sour cream,,,"high sodium, saturated fat",,,"['fruit', 'vegetable', 'protein', 'dairy']",['sour cream'],,,"['high sodium', 'saturated fat']"
boston,,,,stopword,1.0,,,,,,,,,,,,
bottle,,,,modifier,1.0,,,,,,,,,,,,
bottled,,,,modifier,1.0,,,,,,,,,,,,
bouillon,,bouillon broth,,b,1.0,other,broth,,high sodium,,incomplete,3,['other'],['broth'],,['high sodium'],
bounty,,,,stopword,1.0,,,,,,,,,,,,
bouquet garni,,bundle of herbs,,f,2.0,other,herb,,,,complete,1,['other'],['herb'],,,
bourbon,,bourbon alcohol,,b,1.0,alcohol,liquor,straight,fermented,,,,['alcohol'],['liquor'],['straight'],['fermented'],
boursin,boursin,cheese,,f,1.0,dairy,cheese,,saturated fat,,complete,3,['dairy'],['cheese'],,['saturated fat'],
bowl,,,,modifier,1.0,,,,,,,,,,,,
bowtie,,,,modifier,1.0,,,,,,,,,,,,
boysenberry,,boysenberry,,f,1.0,fruit,berry,,,,complete,1,['fruit'],['berry'],,,
brag,,,,stopword,1.0,,,,,,,,,,,,
bragg,bragg,,,modifier,1.0,,,,,,,,,,,,
brain,,,,stopword,1.0,,,,,,,,,,,,
brain octane oil,,brain octane oil,brain octane oil,b,3.0,other,,,additive,supplement,complete,2,['other'],,,['additive'],['supplement']
braised,,,,modifier,1.0,,,,,,,,,,,,
bran,,,,f,1.0,grain,,,,,vague,,['grain'],,,,
bran flake,,,,f,2.0,grain,cereal grain,,highly processed,,,,['grain'],['cereal grain'],,['highly processed'],
brand,,,,stopword,1.0,,,,,,,,,,,,
brandy,,liquor from distilled wine,,b,1.0,alcohol,liquor,straight,,,complete,4,['alcohol'],['liquor'],['straight'],,
brasil,,,,modifier,1.0,,,,,,,,,,,,
brat,,,,f,1.0,,,,,,,,,,,,
bratwurst,,bratwurst,,f,1.0,protein,pork,,"high sodium, highly processed, saturated fat",,complete,,['protein'],['pork'],,"['high sodium', 'highly processed', 'saturated fat']",
braunschweiger,,sausage,,f,1.0,protein,"red meat, pork",beef,"high sodium, saturated fat, highly processed",,complete,4,['protein'],"['red meat', 'pork']",['beef'],"['high sodium', 'saturated fat', 'highly processed']",
brazil,,,,modifier,1.0,,,,,,,,,,,,
brazil nut,,nuts,,f,2.0,nut,brazil nut,,unsaturated fat,,complete,1,['nut'],['brazil nut'],,['unsaturated fat'],
brazilian,,,,modifier,1.0,,,,,,,,,,,,
brazilian nut,,,,f,2.0,,,,,,,,,,,,
bread,,bread,,f,1.0,grain,wheat,,,,complete,,['grain'],['wheat'],,,
bread pudding,,,,f,2.0,"grain, dairy, protein","wheat, egg, butter",,"added sugar, saturated fat",,,,"['grain', 'dairy', 'protein']","['wheat', 'egg', 'butter']",,"['added sugar', 'saturated fat']",
breadcrumb,,bread crumbs,bread crumbs,f,1.0,grain,wheat,,,,complete,4,['grain'],['wheat'],,,
breaded,,,,modifier,1.0,,,,,,,,,,,,
breadstick,,breadstick,breadstick,f,1.0,grain,wheat,,"high sodium, saturated fat ",,incomplete,,['grain'],['wheat'],,"['high sodium', 'saturated fat ']",
break,,,,stopword,1.0,,,,,,,,,,,,
breakfast,,,,f,1.0,other,,,,,,,['other'],,,,
breakfast bar,,,,f,2.0,,,,,,,,,,,,
breakfast biscuit,,breakfast biscuit,,f,2.0,"grain, dairy","wheat, butter",,saturated fat,,complete,4,"['grain', 'dairy']","['wheat', 'butter']",,['saturated fat'],
breakfast burrito,,breakfast burrito,,f,2.0,"grain, protein","wheat, egg",,high sodium,,incomplete,3,"['grain', 'protein']","['wheat', 'egg']",,['high sodium'],
breakfast sandwich,,breakfast sandwich,,f,2.0,"grain, protein","wheat, egg",,high sodium,,incomplete,4,"['grain', 'protein']","['wheat', 'egg']",,['high sodium'],
breakfast sausage,,,,f,2.0,protein,red meat,,high sodium,,,,['protein'],['red meat'],,['high sodium'],
breakfast scramble,,breakfast scramble,,f,2.0,protein,egg,,,,incomplete,3,['protein'],['egg'],,,
breakfast shake,,,,b,2.0,juice/smoothie,,,,,,,['juice/smoothie'],,,,
breakfast smoothie,,,,b,2.0,juice/smoothie,,,,,,,['juice/smoothie'],,,,
breakfast tea,,tea,,b,2.0,tea,,,,,incomplete,1,['tea'],,,,
breeze,,,,stopword,1.0,,,,,,,,,,,,
bresaola,,lean dried salted beef,,f,1.0,protein,red meat,beef,"saturated fat, high sodium, highly processed",,complete,3,['protein'],['red meat'],['beef'],"['saturated fat', 'high sodium', 'highly processed']",
breton,,,,modifier,1.0,,,,,,,,,,,,
brew coffee,,coffee,,b,2.0,coffee,,,caffeine,,complete,1,['coffee'],,,['caffeine'],
brewed,,,,modifier,1.0,,,,,,,,,,,,
brie,,brie,brie cheese,f,1.0,dairy,cheese,,saturated fat,,complete,,['dairy'],['cheese'],,['saturated fat'],
brie cheese,,,,f,2.0,dairy,cheese,,,,,,['dairy'],['cheese'],,,
brioche,,bread,,f,1.0,"grain, protein, dairy, other","wheat, egg, milk",,"added sugar, saturated fat",,,,"['grain', 'protein', 'dairy', 'other']","['wheat', 'egg', 'milk']",,"['added sugar', 'saturated fat']",
brisket,,brisket,,f,1.0,protein,red meat,beef,,,complete,,['protein'],['red meat'],['beef'],,
brittle,,,,f,1.0,,,,,,,,,,,,
bro,,,,stopword,1.0,,,,,,,,,,,,
broad bean,,bean,,f,2.0,protein,legume,bean,,,,,['protein'],['legume'],['bean'],,
broccoli,,broccoli,,f,1.0,vegetable,,,,,complete,,['vegetable'],,,,
broccoli slaw,,"salad,vege",,f,2.0,vegetable,leafy,,,,,,['vegetable'],['leafy'],,,
broccoli sprout,,broccoli sprout,,f,2.0,vegetable,leafy,,,,complete,1,['vegetable'],['leafy'],,,
broccolini,,vege,,f,1.0,vegetable,leafy,,,,,,['vegetable'],['leafy'],,,
broiled,,,,modifier,1.0,,,,,,,,,,,,
broth,,,,f,1.0,other,broth,,high sodium,,,,['other'],['broth'],,['high sodium'],
brottrunk,,non-alcoholic fermented grain beverage,,b,1.0,other,non-alcoholic fermented grain,,fermented,,complete,3,['other'],['non-alcoholic fermented grain'],,['fermented'],
brown,,,,modifier,1.0,,,,,,,,,,,,
brown bread,,brown bread,brown bread,f,2.0,grain,wheat,,high sodium,,vague,4,['grain'],['wheat'],,['high sodium'],
brown rice,,brown rice,,f,2.0,grain,rice,,,,complete,1,['grain'],['rice'],,,
brown sugar,,brown sugar,,f,2.0,dessert/sweet treat,,,added sugar,,vague,2,['dessert/sweet treat'],,,['added sugar'],
brownie,,browni,,f,1.0,"dessert/sweet treat, grain","wheat, chocolate",,"added sugar, saturated fat",,complete,,"['dessert/sweet treat', 'grain']","['wheat', 'chocolate']",,"['added sugar', 'saturated fat']",
brunch,,,,f,1.0,,,,,,,,,,,,
bruschetta,,"bread, vege",,f,1.0,"grain, fruit","wheat, berry",,,,,,"['grain', 'fruit']","['wheat', 'berry']",,,
brussel,,brussels sprout,brussels sprout,f,1.0,vegetable,,,,,complete,,['vegetable'],,,,
brussel sprout,,brussel sprout,,f,2.0,vegetable,,,,,complete,1,['vegetable'],,,,
brut rose,,brut rose,,b,2.0,alcohol,wine,,fermented,,complete,3,['alcohol'],['wine'],,['fermented'],
bubble gum,,,,f,2.0,,,,,,,,,,,,
bubble tea,,,,f,2.0,,,,,,,,,,,,
bubbly,,,,modifier,1.0,,,,,,,,,,,,
bubly,bubly,sparkling water brand,,w,1.0,sparkling water,flavored carbonated water,,,,complete,,['sparkling water'],['flavored carbonated water'],,,
buchta,,"czech for ""small roll""",,f,1.0,grain,wheat,,,,complete,4,['grain'],['wheat'],,,
buckwheat,,buckwheat,buckwheat,f,1.0,grain,wheat,,,,complete,,['grain'],['wheat'],,,
buckwheat groat,,,,f,2.0,,,,,,,,,,,,
bud light,,,,b,2.0,,,,,,,,,,,,
bud light beer,,,,b,3.0,,,,,,,,,,,,
buddha,,,,stopword,1.0,,,,,,,,,,,,
budweiser,budweiser,beer,,b,1.0,alcohol,beer,,fermented,,complete,3,['alcohol'],['beer'],,['fermented'],
buffalo chicken,,buffalo chicken,,f,2.0,"protein, dairy","poultry, butter",chicken,"saturated fat, high sodium",sauce,incomplete,3,"['protein', 'dairy']","['poultry', 'butter']",['chicken'],"['saturated fat', 'high sodium']",['sauce']
buffalo milk,,dairy,,b,2.0,dairy,milk,,,,,,['dairy'],['milk'],,,
buffalo sauce,,,,f,2.0,,,,,,,,,,,,
buffalo wing,,chicken wings,,f,2.0,"protein,dairy","poultry, butter",chicken,"saturated fat, high sodium",sauce,,3,"['protein,dairy']","['poultry', 'butter']",['chicken'],"['saturated fat', 'high sodium']",['sauce']
buffet,,,,f,1.0,,,,,,,,,,,,
bugle,bugles,corn-based snack,,f,1.0,grain,corn,,"high sodium, highly processed, additive",,complete,4,['grain'],['corn'],,"['high sodium', 'highly processed', 'additive']",
builder,,,,stopword,1.0,,,,,,,,,,,,
builder protein bar,builder protein bar,protein bar,,f,3.0,protein,,,,bars,vague,4,['protein'],,,,['bars']
built bar,,,,f,2.0,,,,,,,,,,,,
bulgar,,cereal grain made from wheat,bulgur,f,1.0,grain,wheat,,,,complete,1,['grain'],['wheat'],,,
bulgogi,,korean marinated beef,,f,1.0,protein,red meat,beef,saturated fat,,complete,3,['protein'],['red meat'],['beef'],['saturated fat'],
bulk,,,,stopword,1.0,,,,,,,,,,,,
bullet,,,,stopword,1.0,,,,,,,,,,,,
bullet coffee,,,,b,2.0,"coffee, dairy",butter,,"additive, caffeine, saturated fat",,complete,3,"['coffee', 'dairy']",['butter'],,"['additive', 'caffeine', 'saturated fat']",
bulletproof,bulletproof,keto coffee,bulletproof coffee,b,1.0,"coffee, dairy",butter,,"additive, caffinated, saturated fat",,complete,,"['coffee', 'dairy']",['butter'],,"['additive', 'caffinated', 'saturated fat']",
bulletproof coffee,bulletproof,keto coffee,bulletproof coffee,b,2.0,"coffee, dairy",butter,,"additive, caffeine, saturated fat",,complete,3,"['coffee', 'dairy']",['butter'],,"['additive', 'caffeine', 'saturated fat']",
bulletproof decaffeinated coffee,bulletproof,keto coffee,bulletproof coffee,b,3.0,"coffee, dairy",butter,,"additive, caffeine, saturated fat",,complete,3,"['coffee', 'dairy']",['butter'],,"['additive', 'caffeine', 'saturated fat']",
bullion,,bouillon broth,bouillon,b,1.0,other,broth,,high sodium,,incomplete,3,['other'],['broth'],,['high sodium'],
bun,,bun,,f,1.0,grain,wheat,,,,complete,,['grain'],['wheat'],,,
bunch,,,,modifier,1.0,,,,,,,,,,,,
bunched,,,,modifier,1.0,,,,,,,,,,,,
bundt,,,,modifier,1.0,,,,,,,,,,,,
bunless,,,,modifier,1.0,,,,,,,,,,,,
bunny,,,,stopword,1.0,,,,,,,,,,,,
burek,,pastry with meat,,f,1.0,"grain, protein",,,,,incomplete,3,"['grain', 'protein']",,,,
burger,,,,f,1.0,"grain, protein",wheat,,,,incomplete,,"['grain', 'protein']",['wheat'],,,
